Title,Rating,Price,Link
Ash,Four,£22.06,http://books.toscrape.com/ash_123/index.html
Are We There Yet?,Three,£10.66,http://books.toscrape.com/are-we-there-yet_122/index.html
Are We Smart Enough to Know How Smart Animals Are?,One,£56.58,http://books.toscrape.com/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html
Annie on My Mind,Five,£36.83,http://books.toscrape.com/annie-on-my-mind_120/index.html
And Then There Were None,Two,£35.01,http://books.toscrape.com/and-then-there-were-none_119/index.html
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Four,£30.48,http://books.toscrape.com/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html
A Visit from the Goon Squad,Five,£14.08,http://books.toscrape.com/a-visit-from-the-goon-squad_117/index.html
A Storm of Swords (A Song of Ice and Fire #3),Two,£31.22,http://books.toscrape.com/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html
A Heartbreaking Work of Staggering Genius,Five,£54.29,http://books.toscrape.com/a-heartbreaking-work-of-staggering-genius_115/index.html
8 Keys to Mental Health Through Exercise,One,£31.04,http://books.toscrape.com/8-keys-to-mental-health-through-exercise_114/index.html
#GIRLBOSS,One,£50.96,http://books.toscrape.com/girlboss_113/index.html
"The Suffragettes (Little Black Classics, #96)",Two,£11.89,http://books.toscrape.com/the-suffragettes-little-black-classics-96_112/index.html
The Sense of an Ending,Three,£31.38,http://books.toscrape.com/the-sense-of-an-ending_111/index.html
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",One,£54.81,http://books.toscrape.com/the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/index.html
The Course of Love,Three,£16.78,http://books.toscrape.com/the-course-of-love_109/index.html
Sugar Rush (Offensive Line #2),One,£24.42,http://books.toscrape.com/sugar-rush-offensive-line-2_108/index.html
"Saga, Volume 2 (Saga (Collected Editions) #2)",Three,£11.75,http://books.toscrape.com/saga-volume-2-saga-collected-editions-2_107/index.html
"Run, Spot, Run: The Ethics of Keeping Pets",One,£20.02,http://books.toscrape.com/run-spot-run-the-ethics-of-keeping-pets_106/index.html
New Moon (Twilight #2),Four,£12.86,http://books.toscrape.com/new-moon-twilight-2_105/index.html
Life,Five,£31.58,http://books.toscrape.com/life_104/index.html
Kindle Paperwhite User's Guide,Three,£34.00,http://books.toscrape.com/kindle-paperwhite-users-guide_103/index.html
H is for Hawk,Five,£57.42,http://books.toscrape.com/h-is-for-hawk_102/index.html
Girl Online On Tour (Girl Online #2),One,£53.47,http://books.toscrape.com/girl-online-on-tour-girl-online-2_101/index.html
"Fruits Basket, Vol. 2 (Fruits Basket #2)",Five,£11.64,http://books.toscrape.com/fruits-basket-vol-2-fruits-basket-2_100/index.html
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),Four,£52.88,http://books.toscrape.com/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",Four,£18.51,http://books.toscrape.com/y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/index.html
While You Were Mine,Five,£41.32,http://books.toscrape.com/while-you-were-mine_97/index.html
Where Lightning Strikes (Bleeding Stars #3),Three,£39.77,http://books.toscrape.com/where-lightning-strikes-bleeding-stars-3_96/index.html
When I'm Gone,Three,£51.96,http://books.toscrape.com/when-im-gone_95/index.html
Ways of Seeing,Five,£39.51,http://books.toscrape.com/ways-of-seeing_94/index.html
"Vampire Knight, Vol. 1 (Vampire Knight #1)",One,£15.40,http://books.toscrape.com/vampire-knight-vol-1-vampire-knight-1_93/index.html
Vampire Girl (Vampire Girl #1),Two,£53.82,http://books.toscrape.com/vampire-girl-vampire-girl-1_92/index.html
Twenty Love Poems and a Song of Despair,Four,£30.95,http://books.toscrape.com/twenty-love-poems-and-a-song-of-despair_91/index.html
Travels with Charley: In Search of America,Five,£57.82,http://books.toscrape.com/travels-with-charley-in-search-of-america_90/index.html
Three Wishes (River of Time: California #1),Two,£44.18,http://books.toscrape.com/three-wishes-river-of-time-california-1_89/index.html
This One Moment (Pushing Limits #1),One,£48.71,http://books.toscrape.com/this-one-moment-pushing-limits-1_88/index.html
The Zombie Room,Five,£19.69,http://books.toscrape.com/the-zombie-room_87/index.html
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",Two,£36.52,http://books.toscrape.com/the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86/index.html
The Tumor,Five,£41.56,http://books.toscrape.com/the-tumor_85/index.html
The Story of Hong Gildong,Four,£43.19,http://books.toscrape.com/the-story-of-hong-gildong_84/index.html
The Silent Wife,Five,£12.34,http://books.toscrape.com/the-silent-wife_83/index.html
The Silent Twin (Detective Jennifer Knight #3),Three,£36.25,http://books.toscrape.com/the-silent-twin-detective-jennifer-knight-3_82/index.html
The Selfish Gene,One,£29.45,http://books.toscrape.com/the-selfish-gene_81/index.html
The Secret Healer,Three,£34.56,http://books.toscrape.com/the-secret-healer_80/index.html
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",Three,£54.12,http://books.toscrape.com/the-sandman-vol-1-preludes-and-nocturnes-the-sandman-volumes-1_79/index.html
The Republic,Three,£33.78,http://books.toscrape.com/the-republic_78/index.html
The Odyssey,Three,£29.64,http://books.toscrape.com/the-odyssey_77/index.html
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Four,£57.70,http://books.toscrape.com/the-no-1-ladies-detective-agency-no-1-ladies-detective-agency-1_76/index.html
The Nicomachean Ethics,One,£36.34,http://books.toscrape.com/the-nicomachean-ethics_75/index.html
The Name of the Wind (The Kingkiller Chronicle #1),Three,£50.59,http://books.toscrape.com/the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html
The Mirror & the Maze (The Wrath and the Dawn #1.5),One,£29.38,http://books.toscrape.com/the-mirror-the-maze-the-wrath-and-the-dawn-15_73/index.html
The Little Prince,Two,£45.42,http://books.toscrape.com/the-little-prince_72/index.html
The Light of the Fireflies,One,£54.43,http://books.toscrape.com/the-light-of-the-fireflies_71/index.html
The Last Girl (The Dominion Trilogy #1),Two,£36.26,http://books.toscrape.com/the-last-girl-the-dominion-trilogy-1_70/index.html
The Iliad,One,£16.16,http://books.toscrape.com/the-iliad_69/index.html
The Hook Up (Game On #1),Five,£36.29,http://books.toscrape.com/the-hook-up-game-on-1_68/index.html
The Haters,Five,£27.89,http://books.toscrape.com/the-haters_67/index.html
The Girl You Lost,Five,£12.29,http://books.toscrape.com/the-girl-you-lost_66/index.html
The Girl In The Ice (DCI Erika Foster #1),Three,£15.85,http://books.toscrape.com/the-girl-in-the-ice-dci-erika-foster-1_65/index.html
The End of the Jesus Era (An Investigation #1),One,£14.40,http://books.toscrape.com/the-end-of-the-jesus-era-an-investigation-1_64/index.html
The Edge of Reason (Bridget Jones #2),Four,£19.18,http://books.toscrape.com/the-edge-of-reason-bridget-jones-2_63/index.html
The Complete Maus (Maus #1-2),Three,£10.64,http://books.toscrape.com/the-complete-maus-maus-1-2_62/index.html
The Communist Manifesto,Three,£14.76,http://books.toscrape.com/the-communist-manifesto_61/index.html
The Bhagavad Gita,Three,£57.49,http://books.toscrape.com/the-bhagavad-gita_60/index.html
The Bette Davis Club,Three,£30.66,http://books.toscrape.com/the-bette-davis-club_59/index.html
The Art of Not Breathing,Four,£40.83,http://books.toscrape.com/the-art-of-not-breathing_58/index.html
Taking Shots (Assassins #1),Two,£18.88,http://books.toscrape.com/taking-shots-assassins-1_57/index.html
Starlark,Three,£25.83,http://books.toscrape.com/starlark_56/index.html
"Skip Beat!, Vol. 01 (Skip Beat! #1)",Three,£42.12,http://books.toscrape.com/skip-beat-vol-01-skip-beat-1_55/index.html
Sister Sable (The Mad Queen #1),Three,£13.33,http://books.toscrape.com/sister-sable-the-mad-queen-1_54/index.html
Shatter Me (Shatter Me #1),One,£42.40,http://books.toscrape.com/shatter-me-shatter-me-1_53/index.html
Shameless,Three,£58.35,http://books.toscrape.com/shameless_52/index.html
Shadow Rites (Jane Yellowrock #10),Four,£21.72,http://books.toscrape.com/shadow-rites-jane-yellowrock-10_51/index.html
Settling the Score (The Summer Games #1),Two,£44.91,http://books.toscrape.com/settling-the-score-the-summer-games-1_50/index.html
Sense and Sensibility,One,£37.46,http://books.toscrape.com/sense-and-sensibility_49/index.html
"Saga, Volume 1 (Saga (Collected Editions) #1)",One,£28.48,http://books.toscrape.com/saga-volume-1-saga-collected-editions-1_48/index.html
"Rhythm, Chord & Malykhin",Two,£28.34,http://books.toscrape.com/rhythm-chord-malykhin_47/index.html
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",Five,£46.96,http://books.toscrape.com/rat-queens-vol-1-sass-sorcery-rat-queens-collected-editions-1-5_46/index.html
Paradise Lost (Paradise #1),One,£24.96,http://books.toscrape.com/paradise-lost-paradise-1_45/index.html
"Paper Girls, Vol. 1 (Paper Girls #1-5)",Four,£21.71,http://books.toscrape.com/paper-girls-vol-1-paper-girls-1-5_44/index.html
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Three,£29.87,http://books.toscrape.com/ouran-high-school-host-club-vol-1-ouran-high-school-host-club-1_43/index.html
Origins (Alphas 0.5),One,£28.99,http://books.toscrape.com/origins-alphas-05_42/index.html
One Second (Seven #7),Two,£52.94,http://books.toscrape.com/one-second-seven-7_41/index.html
On the Road (Duluoz Legend),Three,£32.36,http://books.toscrape.com/on-the-road-duluoz-legend_40/index.html
Old Records Never Die: One Man's Quest for His Vinyl and His Past,Two,£55.66,http://books.toscrape.com/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html
Off Sides (Off #1),Five,£39.45,http://books.toscrape.com/off-sides-off-1_38/index.html
Of Mice and Men,Two,£47.11,http://books.toscrape.com/of-mice-and-men_37/index.html
Myriad (Prentor #1),Four,£58.75,http://books.toscrape.com/myriad-prentor-1_36/index.html
My Perfect Mistake (Over the Top #1),Two,£38.92,http://books.toscrape.com/my-perfect-mistake-over-the-top-1_35/index.html
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Four,£39.39,http://books.toscrape.com/ms-marvel-vol-1-no-normal-ms-marvel-2014-2015-1_34/index.html
Meditations,Two,£25.89,http://books.toscrape.com/meditations_33/index.html
Matilda,One,£28.34,http://books.toscrape.com/matilda_32/index.html
Lost Among the Living,Four,£27.70,http://books.toscrape.com/lost-among-the-living_31/index.html
Lord of the Flies,Three,£24.89,http://books.toscrape.com/lord-of-the-flies_30/index.html
Listen to Me (Fusion #1),Three,£58.99,http://books.toscrape.com/listen-to-me-fusion-1_29/index.html
Kitchens of the Great Midwest,Five,£57.20,http://books.toscrape.com/kitchens-of-the-great-midwest_28/index.html
Jane Eyre,Five,£38.43,http://books.toscrape.com/jane-eyre_27/index.html
Imperfect Harmony,Four,£34.74,http://books.toscrape.com/imperfect-harmony_26/index.html
Icing (Aces Hockey #2),Four,£40.44,http://books.toscrape.com/icing-aces-hockey-2_25/index.html
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Three,£45.24,http://books.toscrape.com/hawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24/index.html
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),Four,£34.96,http://books.toscrape.com/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html
"Giant Days, Vol. 1 (Giant Days #1-4)",Four,£56.76,http://books.toscrape.com/giant-days-vol-1-giant-days-1-4_22/index.html
"Fruits Basket, Vol. 1 (Fruits Basket #1)",Five,£40.28,http://books.toscrape.com/fruits-basket-vol-1-fruits-basket-1_21/index.html
Frankenstein,Two,£38.00,http://books.toscrape.com/frankenstein_20/index.html
Forever Rockers (The Rocker #12),Three,£28.80,http://books.toscrape.com/forever-rockers-the-rocker-12_19/index.html
Fighting Fate (Fighting #6),Three,£39.24,http://books.toscrape.com/fighting-fate-fighting-6_18/index.html
Emma,Two,£32.93,http://books.toscrape.com/emma_17/index.html
"Eat, Pray, Love",Three,£51.32,http://books.toscrape.com/eat-pray-love_16/index.html
Deep Under (Walker Security #1),Five,£47.09,http://books.toscrape.com/deep-under-walker-security-1_15/index.html
Choosing Our Religion: The Spiritual Lives of America's Nones,Four,£28.42,http://books.toscrape.com/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html
Charlie and the Chocolate Factory (Charlie Bucket #1),Three,£22.85,http://books.toscrape.com/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html
Charity's Cross (Charles Towne Belles #4),One,£41.24,http://books.toscrape.com/charitys-cross-charles-towne-belles-4_12/index.html
Bright Lines,Five,£39.07,http://books.toscrape.com/bright-lines_11/index.html
Bridget Jones's Diary (Bridget Jones #1),One,£29.82,http://books.toscrape.com/bridget-joness-diary-bridget-jones-1_10/index.html
Bounty (Colorado Mountain #7),Four,£37.26,http://books.toscrape.com/bounty-colorado-mountain-7_9/index.html
Blood Defense (Samantha Brinkman #1),Three,£20.30,http://books.toscrape.com/blood-defense-samantha-brinkman-1_8/index.html
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Five,£34.65,http://books.toscrape.com/bleach-vol-1-strawberry-and-the-soul-reapers-bleach-1_7/index.html
Beyond Good and Evil,One,£43.38,http://books.toscrape.com/beyond-good-and-evil_6/index.html
Alice in Wonderland (Alice's Adventures in Wonderland #1),One,£55.53,http://books.toscrape.com/alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Four,£57.06,http://books.toscrape.com/ajin-demi-human-volume-1-ajin-demi-human-1_4/index.html
A Spy's Devotion (The Regency Spies of London #1),Five,£16.97,http://books.toscrape.com/a-spys-devotion-the-regency-spies-of-london-1_3/index.html
1st to Die (Women's Murder Club #1),One,£53.98,http://books.toscrape.com/1st-to-die-womens-murder-club-1_2/index.html
"1,000 Places to See Before You Die",Five,£26.08,http://books.toscrape.com/1000-places-to-see-before-you-die_1/index.html
